cohort,age_months,rate_mmcfd,floor
2026,3,4.336174297333334,2.5
2026,4,4.045528620413979,2.5
2026,5,3.8779072070000007,2.5
2022,0,1.2187762069239634,3.0
2022,1,4.040571271935485,3.0
2022,2,4.612669411935484,3.0
2022,3,4.307636656428572,3.0
2022,4,3.696366865322581,3.0
2022,5,3.4908580950000005,3.0
2022,6,3.174905448387097,3.0
2022,7,3.002926656666667,3.0
2022,8,2.7389397809677423,3.0
2022,9,2.5589031620000005,3.0
2022,10,2.399918660967742,3.0
2022,11,2.1461654537096777,3.0
2022,12,2.015535646077189,3.0
2022,13,1.8876257755537638,3.0
2022,14,1.7866314294731185,3.0
2022,15,1.6941746118020025,3.0
2022,16,1.6533848893655916,3.0
2022,17,1.6125052761559142,3.0
2022,18,1.5179644721746386,3.0
